dataset,dataset_label,panel,included_in_main_figure,series,arm,tau,median_soh,q25_soh,q75_soh,n_unique_test_cells,n_seeds,n_trajectories,aggregation_unit,interpolation,source_split
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,0.92929293,0.794578483742,0.791891279495,0.806772968608,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,0.93939394,0.793510514622,0.790809377718,0.805794598706,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,0.94949495,0.792440782568,0.789726856946,0.804816098526,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,0.95959596,0.791371021259,0.788644569542,0.803838312921,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,0.96969697,0.790314708671,0.787563335064,0.802862033879,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,0.97979798,0.789267826584,0.78646361976,0.801887451327,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,0.98989899,0.788222062348,0.785388592722,0.800914487814,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Abc,Abc,1.00000000,0.787177471332,0.784334536053,0.799943130835,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.00000000,0.903372450339,0.89883360134,0.909829852902,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.01010101,0.900829105393,0.896882794239,0.907788928032,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.02020202,0.898855700987,0.895362204715,0.906042908031,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.03030303,0.897259087032,0.893990286952,0.90450274597,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.04040404,0.895766417288,0.892645919958,0.903062384907,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.05050505,0.894334987906,0.891345270779,0.901679360812,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.06060606,0.892944364033,0.890070843571,0.900332163585,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.07070707,0.891581913966,0.888813714703,0.899005852639,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.08080808,0.890240277816,0.887557150459,0.897692834967,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.09090909,0.888918206241,0.886316391193,0.896395722507,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.10101010,0.887623223186,0.885086323934,0.895112040605,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.11111111,0.886396796297,0.88385954333,0.893836406539,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.12121212,0.88516427404,0.882640368758,0.892576582647,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.13131313,0.883886878218,0.881430675915,0.891317569812,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.14141414,0.882620008177,0.880180083204,0.890066663065,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.15151515,0.881393701635,0.878974783807,0.888826687069,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.16161616,0.880188593181,0.877783182155,0.887596551734,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.17171717,0.878990578295,0.876596718894,0.886376737087,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.18181818,0.877801356768,0.875402146968,0.885240272508,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.19191919,0.876620288108,0.874212239036,0.884141486114,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.20202020,0.875445012354,0.873025871623,0.883046322307,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.21212121,0.874275570775,0.871842991396,0.881958026269,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.22222222,0.873110068336,0.87064402563,0.880860505712,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.23232323,0.871950216517,0.869411397747,0.87979952352,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.24242424,0.870790081099,0.868190843744,0.878739318735,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.25252525,0.869589060445,0.866975255913,0.877678714027,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.26262626,0.868390631478,0.865767762834,0.876617594591,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.27272727,0.867193780135,0.864560176061,0.875555549685,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.28282828,0.865999626484,0.863352255219,0.874493158134,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.29292929,0.864790921784,0.862145288373,0.873431793857,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.30303030,0.863564062961,0.860966096662,0.872371860481,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.31313131,0.862340198066,0.859809808282,0.871312047864,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.32323232,0.861124415175,0.858658511437,0.870253576956,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.33333333,0.859929324923,0.8575062233,0.869196059295,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.34343434,0.858745106943,0.856349967683,0.868138936268,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.35353535,0.857563175573,0.855204349895,0.867082749789,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.36363636,0.856384709021,0.854104878185,0.866027171963,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.37373737,0.855209360034,0.853007352122,0.864971890664,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.38383838,0.854043232897,0.85193578799,0.863918141822,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.39393939,0.852877763928,0.850868373127,0.862833650382,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.40404040,0.851713294405,0.849801390609,0.861748939419,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.41414141,0.85054899188,0.848725599206,0.860664208028,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.42424242,0.849383397394,0.847618133939,0.859559271635,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.43434343,0.848218317767,0.846546296186,0.858440327972,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.44444444,0.84705458165,0.845463422498,0.857323013273,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.45454545,0.845891074613,0.844323732874,0.856202726405,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.46464646,0.844727190642,0.843182387735,0.855067325393,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.47474747,0.843574231082,0.842041890571,0.853922339878,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.48484848,0.84242368387,0.84090264314,0.852760830829,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.49494949,0.841293191804,0.839773120381,0.851609005066,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.50505051,0.840174751545,0.838682000971,0.85048215391,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.51515152,0.839055265114,0.837581212947,0.849362943627,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.52525253,0.837909965077,0.836455088162,0.848287294574,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.53535354,0.836765134871,0.835325858521,0.847215027,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.54545455,0.835618433765,0.834195020519,0.846140878047,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.55555556,0.834476675279,0.833065742106,0.845074053781,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.56565657,0.833341089758,0.831935401043,0.844001155581,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.57575758,0.832225269199,0.830806550331,0.842933077575,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.58585859,0.831119669037,0.829685284857,0.841894520604,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.59595960,0.830026017632,0.82856356021,0.840846814545,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.60606061,0.828940343887,0.827423102643,0.839791287293,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.61616162,0.827861827547,0.826275797864,0.838737922516,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.62626263,0.826757324054,0.825143774998,0.837729121631,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.63636364,0.825652057366,0.824021684289,0.836720499298,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.64646465,0.824546440112,0.822905458239,0.835722843843,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.65656566,0.823442682724,0.82179683662,0.834726800001,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.66666667,0.822339683578,0.820690661189,0.833697827122,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.67676768,0.82123832008,0.819573296351,0.832654815526,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.68686869,0.820192056422,0.818455710392,0.831613044019,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.69696970,0.819148229947,0.817348912659,0.830582708539,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.70707071,0.818092372374,0.816258646268,0.829546751937,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.71717172,0.817036823158,0.815163624016,0.828488588839,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.72727273,0.81598163682,0.814032865744,0.827429512882,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.73737374,0.814926473126,0.812907659298,0.826370375017,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.74747475,0.81387348039,0.81180029125,0.825311336532,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.75757576,0.812822889475,0.810709362094,0.824252512038,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.76767677,0.81177345703,0.809619451307,0.823192612681,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.77777778,0.810715571278,0.80853228641,0.822131241858,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.78787879,0.809646402876,0.807450775666,0.821068248008,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.79797980,0.808575894666,0.806329974047,0.820003837466,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.80808081,0.807507840307,0.805158476872,0.818921049022,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.81818182,0.80639802517,0.803988311309,0.817867845517,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.82828283,0.80528949853,0.80284923119,0.816827056375,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.83838384,0.804182234142,0.801723237554,0.815789119111,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.84848485,0.80308621027,0.800601335612,0.814753607149,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.85858586,0.802024606786,0.79949426038,0.813751345444,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.86868687,0.800967133608,0.798388795795,0.812754218549,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.87878788,0.799909751656,0.79728322913,0.811758565715,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.88888889,0.798854410305,0.796180734629,0.810765442876,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.89898990,0.797784613498,0.795074167727,0.809756713174,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.90909091,0.796710283098,0.793966154053,0.808749689696,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.91919192,0.795641053887,0.792929551751,0.807748810344,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.92929293,0.794578483742,0.791891279495,0.806772968608,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.93939394,0.793510514622,0.790809377718,0.805794598706,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.94949495,0.792440782568,0.789726856946,0.804816098526,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.95959596,0.791371021259,0.788644569542,0.803838312921,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.96969697,0.790314708671,0.787563335064,0.802862033879,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.97979798,0.789267826584,0.78646361976,0.801887451327,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,0.98989899,0.788222062348,0.785388592722,0.800914487814,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
dynamic_cycling,Dynamic,supplementary,False,Ag,Ag,1.00000000,0.787177471332,0.784334536053,0.799943130835,19,4,76,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.00000000,0.9565,0.94284280303,0.97325,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.01010101,0.956,0.94284280303,0.971893939394,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.02020202,0.95597979798,0.94284280303,0.970767676768,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.03030303,0.954484848485,0.94284280303,0.970174242424,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.04040404,0.95347979798,0.94284280303,0.969156565657,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.05050505,0.952974747475,0.942434343434,0.968093434343,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.06060606,0.952727272727,0.942621212121,0.966712121212,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.07070707,0.953964646465,0.94284280303,0.966527777778,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.08080808,0.952919191919,0.94284280303,0.966924242424,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.09090909,0.9525,0.942727272727,0.965636363636,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.10101010,0.9525,0.942255050505,0.964141414141,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.11111111,0.9525,0.942113636364,0.963027777778,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.12121212,0.952090909091,0.941348484848,0.963712121212,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.13131313,0.951348484848,0.941055555556,0.963194444444,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.14141414,0.951,0.940661616162,0.963047979798,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.15151515,0.952,0.94021969697,0.962068181818,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.16161616,0.951368686869,0.939926767677,0.961522727273,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.17171717,0.951,0.939863636364,0.960320707071,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.18181818,0.950409090909,0.940090909091,0.960181818182,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.19191919,0.949393939394,0.939797979798,0.959866161616,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.20202020,0.948651515152,0.939505050505,0.959595959596,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.21212121,0.947909090909,0.939060606061,0.958946969697,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.22222222,0.947166666667,0.938863636364,0.958055555556,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
xjtu_lpo,XJTU-LPO,c,True,Truth,truth,0.23232323,0.946575757576,0.938863636364,0.957275252525,23,1,23,unique test-cell trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
